a_x,a_y,a_z,g_x,g_y,g_z,m_x,m_y,m_z,class_name
-131,-15,1052,-4821,22277,7873,-25909,5838,-65349,stable
3,-24,958,-2441,-7690,5554,-25179,5473,-57053,stable
36,-51,1035,-6530,-6652,-366,-19340,1824,-60068,stable
36,-34,1000,-5798,12023,11291,-17152,3284,-63507,stable
39,-30,997,-3112,-854,-14038,-16422,2554,-62358,stable
-13,18,1022,793,-2014,39916,-17517,3284,-63877,stable
-6,17,994,3906,2136,48583,-14232,-12407,-58964,stable
27,-13,965,3356,2136,-9765,-9488,-16057,-61224,stable
26,-14,995,-2746,427,-26062,-13867,-12042,-63491,stable
-15,14,1009,0,4577,-8361,-17152,-3649,-60120,stable
-58,57,958,1159,3540,51635,-16786,-13137,-63484,stable
-47,115,983,-671,-5676,35644,-8758,-20436,-61980,stable
8,-55,896,-1464,-3784,15991,1459,-20071,-63877,stable
-20,-48,994,-3356,7202,27099,4744,-18977,-59356,stable
31,-56,993,3356,-1586,32714,10218,-14962,-61609,stable
-67,-42,1006,610,1098,25146,16057,-13137,-60468,stable
16,113,989,7263,-1281,4089,20436,-13867,-60098,stable
18,32,906,2075,-8911,-13366,18611,-9853,-60853,stable
15,-80,995,-5981,2197,21789,18976,-12407,-64633,stable
-78,51,934,-10192,-16174,20019,21531,-8393,-60483,stable
21,33,979,-3540,3784,-34606,20436,-7298,-59705,stable
-52,-70,968,4699,-3112,8361,18247,-10218,-59349,stable
97,-8,1033,6652,-9460,58288,25911,-6933,-60105,stable
-44,38,1051,1831,15563,94665,25180,12772,-61609,stable
-28,148,985,-3295,-2441,72143,13138,22991,-61617,stable
-6,-77,872,915,9521,48950,364,23721,-61987,stable
55,-70,1189,4882,7507,37231,-7663,18611,-61980,stable
80,53,990,4760,-3784,-13000,-8028,21895,-61216,stable
-86,-34,908,-13793,-8728,-45166,-5109,25910,-61609,stable
0,-27,982,1647,7873,14038,-2554,28830,-58964,stable
13,-59,1067,4089,-14343,41564,-12042,23720,-60839,stable
-6,1,966,1220,-1525,-27465,-9123,21895,-61216,stable
-4,47,1270,-10864,10375,-39367,-1094,28464,-61216,stable
55,-18,880,13366,-7934,17944,2919,27005,-61609,stable
-104,49,1435,-5737,20446,83862,-8758,21166,-60853,stable
-19,46,1009,7019,2685,52429,-16422,9488,-60483,stable
27,-14,960,2624,8361,-10986,-16056,2554,-62728,stable
23,36,1007,-8056,2319,9277,-19341,7663,-61602,stable
13,46,1006,671,-2014,10253,-15327,3649,-62743,stable
5,27,983,1525,-3234,17150,-16057,-1459,-58600,stable
73,-70,1012,-1098,3295,18310,-16422,-3649,-63499,stable
131,-23,1000,9033,-2624,27954,-14597,-9853,-62350,stable
31,71,1017,8728,-854,9277,-10218,-17516,-63491,stable
43,118,993,-5432,-3723,-5493,-8393,-16787,-64279,stable
-24,-63,946,-976,6530,5126,-10583,-10948,-62388,stable
54,-20,997,4272,6286,17028,-8028,-14232,-60861,stable
-39,-36,950,-3356,-1159,3845,-6569,-20072,-60105,stable
50,97,969,-915,4577,-21789,-4744,-18612,-62381,stable
2,69,923,8728,-12207,-20202,-10948,-13138,-58971,stable
55,-46,1020,-4760,-915,7019,-12773,-10948,-62010,stable
50,-31,1021,-7141,-7995,-122,-10218,-12773,-59364,stable
83,47,968,-732,-2136,-41870,-9123,-9853,-59356,stable
20,-3,912,183,-34851,-51879,-13138,2189,-62003,stable
10,-31,1066,-11840,1220,-6958,-13868,8028,-60868,stable
32,4,993,-549,-1281,-3173,-16787,9123,-64263,stable
39,15,980,1098,3112,-366,-16422,11313,-62759,stable
45,7,994,-1342,305,1098,-13868,10218,-60120,stable
26,22,989,-1525,1342,-1647,-16058,8394,-59749,stable
16,-56,979,-7690,4821,-71166,-11678,17518,-64287,stable
6,-112,973,2746,-10803,-38391,-5109,23722,-59364,stable
68,145,1003,8239,-11291,-67077,5474,27737,-62774,stable
131,68,1117,-8239,3845,-48461,17882,24087,-59742,stable
98,55,992,5676,8850,26977,24087,22262,-62018,stable
36,-27,919,-5798,-5004,51696,14233,25911,-62388,stable
64,92,987,1708,-366,-37292,9488,26276,-62767,stable
-87,-45,948,-3112,10864,-71899,17518,18613,-64303,stable
-120,-21,966,7873,732,-53527,23357,12043,-61269,stable
-62,175,991,12268,-3417,-24963,24087,364,-60120,stable
-171,42,1055,-8361,-10620,-20751,20073,-5109,-63538,stable
-45,100,957,3173,-2807,-4333,24818,-7664,-66572,stable
1,0,1036,-3662,-1708,-8850,25547,-7664,-65043,stable
231,90,1049,28076,-41870,1037,30292,-6934,-60891,stable
143,20,1027,6652,5187,-8605,32117,-7664,-67707,stable
60,-10,1009,-2136,8544,2380,31386,-8394,-62396,stable
29,25,1014,-1464,4516,2258,26277,-8394,-65051,stable
-4,51,995,122,2014,-5126,27372,-7664,-62412,stable
-18,27,987,-1037,1220,4455,27373,-10584,-65824,stable
-6,22,994,-1159,2136,-1708,27008,-8394,-65067,stable
-69,38,993,-366,3967,-4028,25913,-11314,-66581,stable
-45,12,998,-671,-1708,-122,22628,-9489,-66572,stable
-33,22,1028,6958,-3906,-854,24453,-8759,-63168,stable
-27,25,980,-183,2258,-732,23359,-11679,-68489,stable
-46,45,1036,2136,2014,10253,21897,-9124,-65421,stable
-262,156,997,-1831,-12634,13366,18248,-6204,-67337,stable
49,-42,895,-2014,-12268,32226,31023,1824,-57880,stable
-36,-102,989,3540,-19409,57800,25913,12044,-62798,stable
13,86,1005,3662,488,33813,24087,16423,-59749,stable
8,-87,933,-9704,13854,31249,19708,20073,-58251,stable
12,21,994,-732,-976,13305,16423,25182,-61269,stable
57,-92,1043,-3540,11901,18249,13504,25183,-62805,stable
15,3,967,-3540,-5004,16479,10584,29198,-64319,stable
21,0,1051,3173,3417,-18066,10219,27007,-66572,stable
0,-22,1015,-2807,-4943,5920,12044,30293,-60528,stable
0,-17,992,4272,-2441,-549,12044,29563,-57123,stable
39,-20,989,-1159,4577,-2319,12774,29563,-59778,stable
22,-1,999,-2075,61,-366,10949,28833,-63562,stable
16,-6,1011,976,2868,-793,14599,28104,-60164,stable
8,2,1001,-1281,915,-183,12044,25914,-62435,stable
12,0,984,488,-1647,915,9854,27008,-61670,stable
-2,8,995,-305,2136,-183,13504,27009,-61299,stable
-2,1,980,183,1403,1464,11314,27739,-59407,stable
-6,4,995,305,427,-1525,9854,28469,-62435,stable
-7,1,989,-1831,1403,1098,10219,27374,-67354,stable
-19,-5,988,-4760,3051,-488,11679,29563,-62813,stable
-20,-42,998,-2685,-793,-1220,9854,29564,-59422,stable
-14,-48,997,1220,1098,610,9124,29199,-62821,stable
-16,1,1014,3601,5493,-1037,9489,25914,-59415,stable
-54,-5,999,-793,1831,1281,7665,27375,-67766,stable
-56,-17,995,-2990,0,3845,5839,29199,-63207,stable
-60,-26,1001,-366,1647,-2014,8029,29564,-60550,stable
-54,-11,1001,-549,-488,1647,6934,29199,-65462,stable
-49,-14,984,-793,976,-427,9124,26644,-61678,stable
-53,-5,991,366,366,-183,6569,28469,-62450,stable
-45,0,990,488,-915,-488,9490,28470,-59051,stable
-42,-9,990,-732,1770,244,7299,27739,-63585,stable
-52,-10,1004,-671,1342,61,9855,28105,-65486,stable
-44,-9,995,-244,-305,-1892,5840,28836,-65502,stable
-27,-3,989,-305,-2502,2563,7299,27374,-60179,stable
-27,-15,1007,244,1037,-1770,8395,26280,-61708,stable
-46,-1,993,-732,1708,1220,9124,28469,-62450,stable
-21,26,988,427,-4943,1831,8030,28835,-65107,stable
0,-37,1019,6896,-16174,-1159,12045,26280,-68144,stable
54,-27,984,1281,4333,5249,14600,27011,-63609,stable
108,89,985,1525,-13122,7202,13505,25185,-62844,stable
129,54,1014,3479,-4272,-2258,16425,26646,-62481,stable
48,33,944,-122,-2502,-2807,12775,25185,-62465,stable
70,38,982,366,-1403,-1586,13506,26647,-65526,stable
42,68,990,366,1953,-793,14600,25551,-63246,stable
24,50,1009,183,-1342,-2502,10950,24456,-65140,stable
34,64,988,-183,122,-5615,9855,26281,-65140,stable
13,38,975,-1403,1708,5065,12776,24457,-63633,stable
-4,45,996,-244,1159,2441,8760,25187,-62496,stable
20,20,992,183,4699,7019,10585,23726,-61731,stable
15,66,980,-1708,-4455,16845,5475,28471,-62867,stable
10,78,953,-3234,-3234,8605,1095,26282,-62496,stable
23,57,1054,-1342,-3906,-793,2190,24091,-65905,stable
20,43,985,183,122,-183,2190,26282,-64011,stable
16,59,996,-183,2441,-732,3285,25918,-62141,stable
9,52,997,976,1342,-1403,730,26282,-59466,stable
0,60,982,-549,61,3173,1095,26282,-62883,stable
4,54,995,-549,-488,-61,365,24822,-57194,stable
-2,58,997,-305,488,-2624,1825,25552,-60231,stable
-10,59,996,-244,2014,1586,-730,25917,-60981,stable
-9,45,999,-671,183,-610,-365,25552,-61368,stable
-8,53,991,427,-1220,-427,1095,24093,-63664,stable
-8,63,1000,61,-183,-61,1460,25187,-65543,stable
-1,60,989,-915,1770,732,2555,26283,-63656,stable
-6,56,1002,-1464,610,-1098,365,25917,-60610,stable
-19,41,992,-2441,244,2502,2555,25187,-61754,stable
-14,37,998,-915,1220,1159,-365,26282,-60981,stable
-12,34,988,-1708,1159,1647,-365,25918,-61762,stable
-14,34,995,427,-671,-366,-730,25918,-65551,stable
0,48,989,122,-122,-1281,1825,24093,-63293,stable
-6,39,993,-915,2075,-61,-730,25188,-65567,stable
-8,43,1001,-427,-427,1525,365,26648,-61383,stable
-11,40,997,-366,183,-915,365,27379,-64059,stable
-9,44,989,-671,427,-732,-365,25554,-62543,stable
-25,29,996,-854,976,488,-365,27378,-60253,stable
-16,38,992,244,-549,-793,-1460,25189,-65196,stable
-21,38,1000,-183,-1220,61,1460,25188,-63672,stable
-5,35,998,-1525,366,305,1460,24458,-65567,stable
-5,28,1002,-2197,549,-1831,1460,26648,-60253,stable
-23,11,1004,-305,2258,1342,-1095,27380,-60283,stable
-24,-18,998,-4028,-122,5859,-2555,29935,-61785,stable
11,9,991,2441,1098,183,3650,26285,-61800,stable
-20,-12,987,-2502,4455,2990,-1825,27015,-64446,stable
4,30,974,3234,-2502,1953,0,26285,-64083,stable
9,34,999,1159,-671,1892,0,25919,-60276,stable
-2,19,994,-976,427,4089,-1460,27380,-60655,stable
-2,26,1007,-671,-1525,-854,-1825,27380,-60670,stable
-8,31,990,1098,-732,1464,-2190,26650,-61800,stable
-9,20,1000,-1098,-427,732,-4746,26650,-62566,stable
-14,20,1006,-61,-244,1647,-5111,27016,-61815,stable
-30,9,997,244,-854,0,-5111,25921,-62194,stable
-24,13,995,-1037,1342,1098,-5476,26286,-64478,stable
-15,49,986,1220,610,-671,-5841,25921,-59175,stable
-41,27,979,732,-732,-6408,-5111,27381,-62961,stable
-20,-2,981,-2136,549,-2136,-3285,24095,-59547,stable
-5,-11,994,-3662,671,-4638,0,29937,-63340,stable
3,4,986,-732,-305,-1403,1095,25557,-62976,stable
-4,4,995,-915,915,-671,-730,28476,-58402,stable
-8,13,992,-1953,3479,3295,-1095,28841,-61057,stable
-17,-19,998,3295,-305,-12329,0,30302,-65228,stable
-22,-24,1013,-183,244,5798,2920,31033,-63348,stable
2,0,996,1281,183,12023,0,29572,-62202,stable
-23,18,914,5676,-5737,2929,-1825,25191,-61830,stable
-3,5,997,-1098,2197,915,-2920,25922,-62976,stable
3,15,979,1586,-1159,6347,-3651,25192,-56913,stable
18,41,976,-488,3845,-5493,-4381,27382,-63348,stable
-23,25,992,-1281,-610,-6958,-1825,25921,-59175,stable
-1,38,997,366,1403,-4089,-1825,23366,-64881,stable
5,41,990,-4211,2075,488,365,25922,-61087,stable
17,58,994,-3234,3112,-6042,1095,27382,-62217,stable
-29,-20,1004,-6164,4455,-3479,-1460,26652,-64122,stable
-93,-57,984,-244,-2014,34790,-1460,29573,-61466,stable
9,29,970,-488,2502,16906,-6936,28477,-60320,stable
-13,-16,1001,610,122,4638,-8032,27748,-58438,stable
-33,21,1016,4272,7568,25939,-10223,23732,-60722,stable
-32,40,981,4943,-8361,18371,-15700,19717,-60745,stable
-5,0,986,4211,1464,6286,-15699,13874,-61094,stable
-9,-23,1001,-7507,-2502,3784,-15700,13144,-62999,stable
-13,-40,983,-3662,-1037,-8117,-15335,16430,-63015,stable
0,-30,1022,1220,-2075,2929,-16064,18255,-62992,stable
5,-17,1041,-244,4272,-12084,-15700,16430,-63007,stable
0,-6,997,-549,-2197,2746,-12779,21176,-61481,stable
0,-20,986,122,2075,6164,-14970,20081,-63007,stable
-5,-6,990,-305,61,-4943,-15335,18256,-62643,stable
8,-11,994,-1159,-549,122,-14240,18256,-60365,stable
5,-6,1015,-1281,0,1770,-13144,17891,-63023,stable
-3,17,1042,4394,-9765,-2624,-15700,18256,-63007,stable
-3,-10,1008,-1464,6958,-4943,-14240,18621,-63015,stable
-3,-38,980,-854,732,-8056,-13875,22273,-65301,stable
-48,7,986,-2075,1220,-17517,-12414,22272,-59978,stable
-15,29,978,61,8728,-28564,-6207,24098,-59591,stable
-59,-50,924,-8300,4821,-23925,1825,27020,-61125,stable
-8,-31,957,1831,-854,4150,4016,28481,-62659,stable
-17,-38,1001,-2990,1525,-1464,5111,31402,-63031,stable
-11,-11,1041,-1464,122,13793,2555,30306,-62271,stable
13,-23,1000,1770,915,34973,-4381,30672,-64945,stable
-8,-33,991,-610,-3845,18371,-10224,25560,-59621,stable
-2,-10,995,-427,183,1098,-9493,23369,-62659,stable
2,-10,995,-1098,1342,4699,-10589,23370,-61542,stable
-2,56,1010,2868,4943,-9948,-10589,21909,-60775,stable
-16,36,907,13183,17211,-3601,-6572,23004,-63814,stable
28,23,1070,-183,10498,-6774,-6938,24465,-62294,stable
7,-11,1007,61,183,9948,-8033,24100,-63426,stable
28,12,998,122,3479,7202,-11320,22640,-63822,stable
29,19,1015,183,4028,-610,-12415,20814,-65333,stable
14,4,971,-2258,488,1159,-13146,20449,-56618,stable
-21,0,975,-2563,3723,3784,-16432,18989,-58518,stable
-18,0,1003,-1159,244,9643,-15337,18258,-65729,stable
-19,-18,1005,-2624,1220,-427,-18623,16432,-62698,stable
-28,-18,989,-915,366,366,-17528,18259,-66506,stable
-44,-26,991,-1770,671,793,-18259,17893,-62705,stable
-38,-23,993,0,61,-244,-16798,15702,-66506,stable
-23,-24,996,-854,-244,3662,-14972,16433,-61945,stable
-21,-36,994,-1586,1159,11047,-17893,14972,-61565,stable
-22,-19,993,-1342,854,-854,-18624,15337,-63085,stable
-15,-21,990,-976,-244,-5310,-17163,15337,-63853,stable
-16,-21,997,-61,1708,-610,-17164,16068,-66142,stable
40,-14,1023,1159,-4455,4211,-15703,13877,-63093,stable
-15,-10,1013,2380,1281,17578,-16799,10955,-63489,stable
58,-5,996,-732,244,2807,-17163,10955,-66506,stable
49,0,979,-488,2441,14526,-15703,8399,-63473,stable
53,-21,1004,793,61,3845,-17894,4017,-60067,stable
34,30,984,-671,2502,-2502,-17528,4017,-67274,stable
48,3,986,-671,-2380,8850,-18259,5843,-65010,stable
40,-19,1001,-366,549,-3723,-17894,3286,-59292,stable
33,-26,984,-2197,793,-915,-16067,6573,-63465,stable
39,8,998,-366,2502,2319,-19720,6208,-59672,stable
46,-7,1017,976,915,427,-17164,4747,-61968,stable
27,-6,985,-488,244,1220,-17895,4747,-63505,stable
41,-15,989,-976,1892,2380,-15703,5477,-61588,stable
30,-16,1004,-488,-549,915,-15704,3652,-65406,stable
25,0,992,671,1037,-366,-17895,4017,-60075,stable
24,-17,988,-488,793,-122,-17164,2191,-61215,stable
37,-4,999,244,-2197,-183,-17895,2556,-66919,stable
38,0,989,122,244,-183,-18991,3286,-59709,stable
34,-8,997,-244,305,61,-17530,2921,-65794,stable
29,0,993,-305,-1770,-1159,-18625,3286,-61215,stable
31,-9,979,-1464,-3234,-183,-18990,2191,-64265,stable
160,-20,1001,-5737,-3356,-12573,-14243,4017,-58561,stable
53,-2,997,-61,-2319,-6408,-15704,8765,-64273,stable
56,-27,1052,5737,3723,18798,-15339,7304,-63901,stable
13,-20,1012,6103,-1342,24719,-20452,1826,-63520,stable
28,-33,953,-3173,-1220,732,-17531,-365,-63536,stable
20,-47,950,-183,-6286,-6652,-15704,-1460,-65422,stable
9,-36,1023,-793,1281,-976,-21913,-1460,-74941,stable
-1,-19,969,4150,-1220,-305,-26296,-7304,-74941,stable
-22,12,989,1647,3784,3417,-25564,-8034,-77185,stable
-22,12,992,-427,1770,1403,-27391,-9861,-76833,stable
-79,21,1004,732,7202,-122,-32869,-8399,-74161,stable
-72,4,989,-976,-3845,-244,-31774,-7669,-74931,stable
-80,5,995,-427,854,-183,-30313,-7304,-78735,stable
-76,-3,998,-549,732,-305,-32505,-8400,-70756,stable
-74,-4,995,-183,610,-366,-32140,-7669,-79135,stable
-89,-1,991,-915,244,-366,-29948,-6574,-77984,stable
-80,3,997,-244,793,61,-33235,-8035,-76082,stable
-83,0,995,-305,-488,-61,-30312,-6939,-72640,stable
-82,7,988,-671,1464,0,-31045,-5478,-73818,stable
-77,0,995,-122,-183,61,-32140,-6939,-72658,stable
-78,1,996,-183,1464,-61,-31409,-8765,-74560,stable
-88,7,988,-488,-427,-488,-31775,-8765,-74959,stable
-87,1,995,183,4699,-61,-33967,-6209,-77623,stable
-81,17,1018,-549,2746,305,-32506,-6574,-71544,stable
-155,-5,1000,-1342,-915,-671,-36159,-5478,-70782,stable
-76,-22,948,-1770,-10986,2868,-30680,-6939,-78764,stable
-105,-19,1042,-549,-17517,793,-24105,-6209,-69632,stable
-98,-52,952,6530,-10498,-11413,-22644,-730,-68491,stable
-43,-34,1045,-4394,-30578,-7080,-22644,1460,-59739,stable
0,8,968,2075,-1159,3234,-16070,1095,-66969,stable
1,-1,981,2014,-1220,7202,-16070,2556,-60888,stable
-2,-5,995,-1953,3051,3967,-18627,-365,-64694,stable
-14,7,1013,-1037,-3784,3723,-17897,-1826,-62426,stable
-17,3,994,-183,9704,-2380,-20453,-2556,-62410,stable
-49,7,1002,-671,1831,3784,-20454,-1461,-62418,stable
-27,6,999,366,3173,854,-21916,-4748,-60157,stable
-44,2,1007,-915,-3906,-1342,-21915,-1826,-62426,stable
-40,1,1005,915,1892,-183,-20819,-2922,-59754,stable
-46,3,991,549,4394,244,-21550,-1826,-60530,stable
-51,12,1002,-1342,3112,549,-21550,-4017,-60911,stable
-36,8,995,-610,3601,183,-20819,-4383,-62806,stable
-32,13,996,183,2380,-1342,-20089,-2556,-60918,stable
-29,13,1003,671,122,366,-20820,-4017,-59769,stable
-36,10,998,-366,305,-305,-19360,-2922,-65131,stable
-49,2,1001,-305,3845,122,-20089,-2191,-59388,stable
-45,13,999,-610,-3601,0,-22282,-2556,-64361,stable
-63,5,994,-854,-427,-1098,-22647,-2191,-62830,stable
-44,1,988,-549,3601,-61,-21551,-2191,-63972,stable
-59,5,989,-122,15380,-732,-23742,-2922,-59783,stable
-71,15,981,122,-61,-61,-23012,-2191,-66646,stable
-70,0,992,-1159,4028,-671,-22281,-1826,-60545,stable
-78,1,990,-1647,4333,-1770,-21185,-1826,-58253,stable
-77,-5,1004,-915,4150,854,-23012,-2922,-61695,stable
-69,13,1003,-610,-1403,-793,-22646,-1826,-65106,stable
-64,11,998,671,-2868,61,-22281,-3652,-61687,stable
-72,17,977,-793,2685,1892,-25204,-1826,-64369,stable
-85,25,975,-244,-1953,5615,-23013,-2191,-61703,stable
-52,20,993,3601,-13183,-1098,-23378,-5113,-62076,stable
-77,14,1034,-4394,5187,-7263,-25205,-4748,-66282,stable
-99,31,1040,1831,-8422,-1220,-28857,-5114,-73891,stable
-100,16,966,-2807,8972,-549,-25204,1095,-80356,stable
-88,-43,995,-549,1403,-1342,-23012,-3652,-79975,stable
-111,-28,970,-2014,4028,11352,-23378,-2922,-78852,stable
-36,37,988,610,-23193,-122,-19725,-2191,-77309,stable
34,-1,970,-3784,-10742,4943,-12055,-1095,-79263,stable
-26,38,987,0,8300,15380,-9497,-4018,-78872,stable
99,34,993,-3601,-18920,8056,-6210,-2557,-84227,stable
10,70,991,4089,7324,17028,-11690,-6575,-85381,stable
-19,88,1000,7629,1586,-3173,-16804,-10594,-78501,stable
-79,135,912,8850,1892,-11474,-19361,-9863,-73937,stable
-59,91,993,5310,20629,-15075,-18265,-5845,-74318,stable
-100,49,985,-1342,2380,-1525,-24476,-2557,-77377,stable
134,20,967,5249,47119,-2380,-2192,-1461,-79322,stable
-132,25,964,-2746,-671,-366,-25207,-1095,-77386,stable
-136,7,1001,-1037,3112,-305,-25572,-365,-73946,stable
-122,51,1042,-1281,31921,-244,-24841,2191,-76986,stable
-90,11,989,1403,10803,1770,-21188,-2191,-78501,stable
-109,41,983,0,-5065,-183,-23015,-730,-81580,stable
-106,45,973,-1647,3417,-305,-23746,-365,-79674,stable
-103,54,939,1647,122,183,-22649,-730,-80025,stable
-105,32,1029,5065,-7751,-4272,-19727,-1826,-76995,stable
141,27,985,366,23315,2319,-730,1095,-74318,stable
-129,25,974,-1647,4943,-549,-21919,365,-76243,stable
-144,35,972,-915,-793,-244,-28130,-730,-76624,stable
-136,22,983,-244,-244,61,-24111,3287,-78139,stable
-141,23,987,-427,-305,-61,-23015,365,-75852,stable
-147,20,985,-549,488,0,-24476,0,-75471,stable
-140,23,985,-488,366,-244,-25207,-365,-77005,stable
-138,20,981,-549,366,-244,-24476,-1095,-73565,stable
-143,26,983,-610,366,-61,-24476,1095,-78120,stable
-141,23,985,-549,305,-61,-24476,0,-78129,stable
-137,22,983,-549,366,-122,-25572,1095,-81188,stable
-138,27,978,-549,0,-61,-24841,0,-77367,stable
-139,24,986,-488,-61,-183,-24841,-730,-79654,stable
-103,25,997,4455,-69763,-7629,-23381,-365,-78911,stable
41,-29,991,9765,58410,-7690,-11325,4749,-75480,stable
39,24,1017,2380,19836,488,-17536,5480,-74355,stable
-80,11,1002,1342,26489,976,-24843,2922,-75871,stable
43,-34,994,0,-16845,-7141,-20092,4749,-78520,stable
61,9,979,3295,12756,122,-16075,2192,-79322,stable
75,2,964,2502,7080,-427,-11690,3653,-78530,stable
-27,32,1006,-5004,-13244,-366,-22286,4018,-78188,stable
27,3,996,-4272,-33447,-915,-17537,4018,-77806,stable
-128,2,990,-1159,13793,-244,-26307,3288,-71349,stable
-111,25,991,-1464,671,-488,-25942,4384,-74410,stable
-105,11,991,-488,183,-61,-27037,5115,-72875,stable
-115,27,991,-610,671,-122,-28499,2557,-74783,stable
-110,9,985,-366,976,-305,-28132,4018,-77816,stable
-104,9,1001,-366,671,61,-27403,5115,-75546,stable
-109,6,990,-488,183,-183,-27037,6942,-76681,stable
-116,18,991,-305,488,-61,-26672,6211,-72112,stable
-108,11,992,-610,122,-183,-28133,6942,-75164,stable
-111,25,996,-488,305,-61,-27037,8403,-66762,stable
-109,17,984,-549,549,-244,-27403,7672,-69823,stable
-113,17,989,-488,366,-122,-30326,7672,-74020,stable
-124,11,990,-976,427,-244,-27036,4749,-76290,stable
-100,12,987,-732,-244,0,-28498,8037,-74001,stable
-111,16,986,-549,183,-61,-27768,7307,-73257,stable
-106,16,984,-427,0,-183,-27037,8038,-74401,stable
-115,11,990,-427,183,0,-29230,5115,-67915,stable
-110,21,990,-488,122,0,-28133,7672,-73638,stable
-108,18,992,-671,183,-122,-28865,6942,-75174,stable
-79,20,963,305,732,122,-26672,6942,-69068,stable
0,-100,1138,3845,5920,2136,-19730,6942,-75937,stable
0,5,999,-61,-6042,-61,-17903,8038,-77845,stable
-54,30,991,-4272,-7446,-366,-24481,6577,-70230,stable
-22,15,983,-61,8911,8056,-20462,5846,-79009,stable
-39,8,999,-244,2746,-122,-20827,4384,-76328,stable
-32,10,997,-366,-122,-122,-22288,7673,-76328,stable
-20,-4,976,-1342,-2624,-244,-19730,6576,-79371,stable
-20,2,994,-1403,-4455,0,-21193,6942,-78647,stable
10,2,1000,-793,-1586,61,-18635,8404,-79009,stable
9,-4,994,305,6835,-61,-19000,7673,-79391,stable
-7,-8,977,-1220,-3601,-61,-17904,6577,-78628,stable
8,3,980,-671,-3234,-244,-18635,8404,-80174,stable
6,-13,990,-671,-854,61,-18634,5846,-75565,stable
22,-1,990,-915,61,-61,-15712,8404,-79009,stable
25,-5,993,793,6225,-366,-17173,9500,-76719,stable
19,1,998,-183,1403,-61,-19000,7307,-76337,stable
16,1,994,-427,-1586,0,-16808,8404,-77483,stable
9,0,992,-305,2441,-183,-19366,6211,-71766,stable
6,0,1000,-854,-793,0,-18635,8404,-77101,stable
-3,0,989,-366,1770,0,-19365,7673,-77463,stable
-7,2,997,-427,793,-61,-18634,6577,-77473,stable
-2,-1,996,-732,-1098,-183,-19732,7673,-79029,stable
1,2,996,-305,-305,0,-21192,8403,-78226,stable
3,2,993,-366,671,-61,-17538,7673,-75956,stable
1,0,997,-305,1098,-183,-20097,8038,-75583,stable
-3,-1,997,-671,854,-122,-18635,8038,-78265,stable
0,-10,996,-915,-610,0,-19001,10231,-75211,stable
8,5,995,-488,-854,-61,-17904,8038,-76719,stable
4,-3,992,-915,-1342,0,-18635,6942,-76337,stable
2,-2,997,-793,-976,0,-17905,6942,-77884,stable
2,2,995,-488,915,-61,-20827,6211,-75202,stable
0,-3,993,-427,1220,-183,-17904,8404,-78637,stable
6,-5,996,-549,-244,-61,-17905,7673,-75220,stable
11,-1,998,-244,2197,-244,-22289,7673,-77502,stable
10,-1,991,-366,1647,-122,-18636,8039,-77511,stable
10,-10,1000,-305,1892,-122,-16443,6577,-74457,stable
3,4,990,-427,610,-61,-17539,7673,-79411,stable
10,1,995,-488,-244,-61,-20097,8769,-76366,stable
6,3,999,-305,-61,0,-18635,5481,-74066,stable
-1,-2,990,-427,1403,0,-18270,8038,-78265,stable
2,8,996,-122,1037,-244,-18270,6577,-75602,stable
1,-1,999,-610,244,-61,-16443,8404,-75984,stable
7,2,989,-366,-793,-61,-18635,9500,-74829,stable
15,0,995,-427,1403,-305,-17174,6577,-78265,stable
0,-6,997,-793,-244,-61,-16078,7673,-72548,stable
0,-5,996,-671,-1281,61,-18270,9135,-73302,stable
6,2,998,-488,122,-122,-18271,6943,-78285,stable
5,2,999,-610,183,-61,-18270,9500,-77893,stable
4,4,996,-671,-366,0,-18270,8404,-79421,stable
2,2,996,-732,366,-61,-18270,8038,-75965,stable
7,-4,999,-732,610,-122,-17905,7673,-77120,stable
-3,-8,992,-915,-122,0,-18271,9866,-77531,stable
6,7,997,-366,1098,-122,-17904,7673,-79019,stable
9,3,984,-488,1098,-122,-17539,9866,-79029,stable
-2,-5,991,-915,-2380,-61,-17174,9500,-79049,stable
9,-1,998,-488,1037,-122,-17174,8038,-76356,stable
5,-6,983,-671,488,-61,-18635,8038,-79029,stable
8,0,985,-244,915,-122,-17539,8038,-77874,stable
9,-4,992,-488,-305,122,-21192,5480,-71375,stable
13,-7,992,-366,244,-61,-17173,8769,-78637,stable
11,4,1000,-549,-305,-183,-20096,6577,-77855,stable
7,-10,1007,-976,-549,-61,-17905,8404,-77502,stable
5,2,996,61,1159,122,-18269,9134,-80144,stable
12,-3,993,0,1220,-122,-18269,7673,-77483,stable
11,2,997,-1220,-427,-244,-17539,8038,-74057,stable
10,9,1002,793,1586,61,-19365,10231,-75574,stable
11,0,993,-1159,-488,-244,-19000,6942,-76328,stable
12,4,996,-427,-122,-61,-18634,7673,-75937,stable
24,3,987,-427,-1281,-183,-19000,9500,-78256,stable
18,1,995,-366,-366,61,-16077,5846,-75574,stable
2,7,998,-549,-610,122,-20827,8769,-74057,stable
4,-4,1006,-549,-488,0,-20462,7673,-76719,stable
11,2,989,-549,0,-183,-15712,9135,-77874,stable
14,10,1007,-244,305,-183,-19731,9865,-76347,stable
4,0,991,-183,2014,-183,-18635,8038,-76337,stable
3,-3,999,-427,1403,-122,-17173,6211,-75183,stable
